project_slug,cve_id,github_username,github_repository_name,commit,file,class,class_start,class_end,method,method_start,method_end,signature
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,a61e93035f06bff8fc622ad94870fb773d48b9f0,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/SftpSubsystem.java,SftpSubsystem,90,1062,doReadDir,656,745,"void doReadDir(Buffer,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,a61e93035f06bff8fc622ad94870fb773d48b9f0,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/SftpSubsystem.java,SftpSubsystem,90,1062,doWrite,815,852,"void doWrite(int,String,long,int,byte,int,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,a61e93035f06bff8fc622ad94870fb773d48b9f0,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/SftpSubsystem.java,SftpSubsystem,90,1062,doFStat,799,811,"Map doFStat(int,String,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,a61e93035f06bff8fc622ad94870fb773d48b9f0,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/SftpSubsystem.java,SftpSubsystem,90,1062,doOpenDir,749,780,"String doOpenDir(int,String,Path,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,a61e93035f06bff8fc622ad94870fb773d48b9f0,sshd-sftp/src/test/java/org/apache/sshd/sftp/client/SftpTest.java,SftpTest,125,1718,testSftpFileSystemAccessor,689,771,"void testSftpFileSystemAccessor(SftpSubsystemProxy,FileHandle,Path,String,Set,FileAttribute,SftpSubsystemProxy,DirectoryHandle,Path,String)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,a61e93035f06bff8fc622ad94870fb773d48b9f0,sshd-sftp/src/test/java/org/apache/sshd/sftp/client/SftpTest.java,SftpTest,125,1718,testCannotEscapeRoot,363,391,"void testCannotEscapeRoot(boolean)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,a61e93035f06bff8fc622ad94870fb773d48b9f0,sshd-sftp/src/test/java/org/apache/sshd/sftp/client/SftpVersionsTest.java,SftpVersionsTest,89,561,testSftpExtensionsEncodeDecode,401,511,"void testSftpExtensionsEncodeDecode(ChannelSession,Path,int,LinkOption,Path,Map,LinkOption,ServerSession,Path,Map,ServerSession,Path,Map,Throwable)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,a61e93035f06bff8fc622ad94870fb773d48b9f0,sshd-sftp/src/test/java/org/apache/sshd/sftp/client/SftpVersionsTest.java,SftpVersionsTest,89,561,testSftpACLEncodeDecode,276,397,"void testSftpACLEncodeDecode(ChannelSession,Path,int,LinkOption,Path,List,LinkOption,ServerSession,Path,Map,ServerSession,Path,Map,Throwable)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystem.java,RootedFileSystem,36,98,getFileStores,93,94,"Iterable getFileStores()"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,isHidden,334,337,"boolean isHidden(Path)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,resolveLocalPath,468,502,"Path resolveLocalPath(RootedPath)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,newDirectoryStream,196,199,"DirectoryStream newDirectoryStream(Path,DirectoryStream)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,getFileSystem,347,380,"RootedFileSystem getFileSystem(Path)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,root,202,211,"DirectoryStream root(RootedFileSystem,DirectoryStream)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,copy,304,311,"void copy(Path,Path,CopyOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,newOutputStream,164,167,"OutputStream newOutputStream(Path,OpenOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,readSymbolicLink,292,300,"Path readSymbolicLink(Path)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,deleteIfExists,282,288,"boolean deleteIfExists(Path)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/root/RootedFileSystemProvider.java,RootedFileSystemProvider,65,468,unroot,453,460,"Path unroot(Path)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/util/BaseFileSystem.java,BaseFileSystem,40,256,getPathMatcher,125,152,"PathMatcher getPathMatcher(String)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/file/util/BaseFileSystem.java,BaseFileSystem,40,256,getPath,79,112,"T getPath(String,String)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/util/io/IoUtils.java,IoUtils,63,633,read,471,484,"int read(InputStream,byte,int,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/main/java/org/apache/sshd/common/util/io/IoUtils.java,IoUtils,63,633,checkFileExists,396,414,"Boolean checkFileExists(Path,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/test/java/org/apache/sshd/common/file/root/RootedFileSystemProviderTest.java,FileHelper,254,330,readFile,304,309,"byte readFile(Path)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/test/java/org/apache/sshd/common/file/root/RootedFileSystemProviderTest.java,RootedFileSystemProviderTest,60,254,testRoot,78,83,"void testRoot()"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/test/java/org/apache/sshd/common/file/root/RootedFileSystemProviderTest.java,RootedFileSystemProviderTest,60,254,testMkdir,88,90,"void testMkdir()"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-common/src/test/java/org/apache/sshd/util/test/CommonTestSupportUtils.java,CommonTestSupportUtils,82,650,deleteRecursive,497,523,"Path deleteRecursive(Path,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/client/fs/SftpFileSystemProvider.java,SftpFileSystemProvider,110,1419,copy,599,668,"void copy(Path,Path,CopyOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/client/fs/SftpFileSystemProvider.java,SftpFileSystemProvider,110,1419,move,674,732,"void move(Path,Path,CopyOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,signalRemovalPreConditionFailure,1716,1728,"E signalRemovalPreConditionFailure(int,String,Path,E,boolean)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doSetStat,668,680,"void doSetStat(int,String,int,String,Map,Boolean)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,getLongName,2321,2324,"String getLongName(Path,String,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doRealPath,1416,1512,"void doRealPath(Buffer,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doRemoveFile,1688,1713,"void doRemoveFile(int,String,boolean)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doFStat,683,699,"void doFStat(Buffer,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,getAttributes,2413,2415,"NavigableMap getAttributes(Path,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doRemoveDirectory,1577,1590,"void doRemoveDirectory(int,String,boolean)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doRemoveDirectory,1564,1574,"void doRemoveDirectory(Buffer,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doSetStat,653,665,"void doSetStat(Buffer,int,String,int,Boolean)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doRemove,1673,1685,"void doRemove(Buffer,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,validateRealPath,1556,1561,"SimpleImmutableEntry validateRealPath(int,String,Path,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,writeDirEntry,2292,2318,"void writeDirEntry(int,DirectoryHandle,Map,Buffer,int,Path,String,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,resolveReportedFileAttributes,2454,2480,"NavigableMap resolveReportedFileAttributes(Path,int,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doStat,1399,1413,"Map doStat(int,String,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,handleUnknownStatusFileAttributes,2418,2435,"NavigableMap handleUnknownStatusFileAttributes(Path,int,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doMakeDirectory,1631,1670,"void doMakeDirectory(int,String,Map,boolean)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,doLStat,636,650,"Map doLStat(int,String,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/AbstractSftpSubsystemHelper.java,AbstractSftpSubsystemHelper,115,3020,setFileAttributes,2643,2706,"void setFileAttributes(Path,Map,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/SftpSubsystem.java,SftpSubsystem,90,1061,doReadDir,655,744,"void doReadDir(Buffer,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/SftpSubsystem.java,SftpSubsystem,90,1061,doWrite,814,851,"void doWrite(int,String,long,int,byte,int,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/SftpSubsystem.java,SftpSubsystem,90,1061,doFStat,798,810,"Map doFStat(int,String,int)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/main/java/org/apache/sshd/sftp/server/SftpSubsystem.java,SftpSubsystem,90,1061,doOpenDir,748,779,"String doOpenDir(int,String,Path,LinkOption)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/test/java/org/apache/sshd/sftp/client/SftpTest.java,SftpTest,125,1718,testSftpFileSystemAccessor,689,771,"void testSftpFileSystemAccessor(SftpSubsystemProxy,FileHandle,Path,String,Set,FileAttribute,SftpSubsystemProxy,DirectoryHandle,Path,String)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/test/java/org/apache/sshd/sftp/client/SftpTest.java,SftpTest,125,1718,testCannotEscapeRoot,363,391,"void testCannotEscapeRoot(boolean)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/test/java/org/apache/sshd/sftp/client/SftpVersionsTest.java,SftpVersionsTest,89,561,testSftpACLEncodeDecode,276,397,"void testSftpACLEncodeDecode(ChannelSession,Path,int,LinkOption,Path,List,LinkOption,ServerSession,Path,Map,ServerSession,Path,Map,Throwable)"
apache__mina-sshd_CVE-2023-35887_2.9.2,CVE-2023-35887,apache,mina-sshd,c20739b43aab0f7bf2ccad982a6cb37b9d5a8a0b,sshd-sftp/src/test/java/org/apache/sshd/sftp/client/SftpVersionsTest.java,SftpVersionsTest,89,561,testSftpExtensionsEncodeDecode,401,511,"void testSftpExtensionsEncodeDecode(ChannelSession,Path,int,LinkOption,Path,Map,LinkOption,ServerSession,Path,Map,ServerSession,Path,Map,Throwable)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,236cd211327c557825c7fce091bcc68f57a88e8e,shared/src/main/java/org/apache/myfaces/shared/resource/ResourceValidationUtils.java,ResourceValidationUtils,21,50,isValidLibraryName,28,30,"boolean isValidLibraryName(String)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,236cd211327c557825c7fce091bcc68f57a88e8e,shared/src/main/java/org/apache/myfaces/shared/resource/ResourceValidationUtils.java,ResourceValidationUtils,21,50,validate,50,112,"boolean validate(String,boolean)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,99ef1250ca3e28213e85eac14817e1ff93fc9e6a,shared/src/main/java/org/apache/myfaces/shared/resource/ResourceValidationUtils.java,ResourceValidationUtils,21,50,validate,50,112,"boolean validate(String,boolean)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,9e7e996a4ef83c4d8e673ee6e4431348e598e031,impl/src/main/java/org/apache/myfaces/application/ResourceHandlerImpl.java,ResourceHandlerImpl,55,609,libraryExists,519,550,"boolean libraryExists(String)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,9e7e996a4ef83c4d8e673ee6e4431348e598e031,impl/src/main/java/org/apache/myfaces/application/ResourceHandlerImpl.java,ResourceHandlerImpl,55,609,getLocalePrefixForLocateResource,441,488,"String getLocalePrefixForLocateResource()"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,9e7e996a4ef83c4d8e673ee6e4431348e598e031,impl/src/main/java/org/apache/myfaces/application/ResourceHandlerImpl.java,ResourceHandlerImpl,55,609,createResource,82,122,"Resource createResource(String,String,String)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,9e7e996a4ef83c4d8e673ee6e4431348e598e031,impl/src/main/java/org/apache/myfaces/application/ResourceHandlerImpl.java,ResourceHandlerImpl,55,609,setResourceHandlerSupport,557,560,"void setResourceHandlerSupport(ResourceHandlerSupport)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,9e7e996a4ef83c4d8e673ee6e4431348e598e031,impl/src/main/java/org/apache/myfaces/application/ResourceHandlerImpl.java,ResourceHandlerImpl,55,609,handleResourceRequest,263,379,"void handleResourceRequest(FacesContext)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,b9b2e00bb53d3eb435256c5a140b83f7d6251b55,impl/src/main/java/org/apache/myfaces/application/ResourceHandlerImpl.java,ResourceHandlerImpl,56,640,createResource,83,132,"Resource createResource(String,String,String)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,b9b2e00bb53d3eb435256c5a140b83f7d6251b55,impl/src/main/java/org/apache/myfaces/application/ResourceHandlerImpl.java,ResourceHandlerImpl,56,640,libraryExists,545,581,"boolean libraryExists(String)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,b9b2e00bb53d3eb435256c5a140b83f7d6251b55,impl/src/main/java/org/apache/myfaces/application/ResourceHandlerImpl.java,ResourceHandlerImpl,56,640,handleResourceRequest,273,401,"void handleResourceRequest(FacesContext)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,b9b2e00bb53d3eb435256c5a140b83f7d6251b55,shared/src/main/java/org/apache/myfaces/shared/resource/ResourceValidationUtils.java,ResourceValidationUtils,21,115,isValidLibraryName,28,30,"boolean isValidLibraryName(String)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,b9b2e00bb53d3eb435256c5a140b83f7d6251b55,shared/src/main/java/org/apache/myfaces/shared/resource/ResourceValidationUtils.java,ResourceValidationUtils,21,115,isValidLocalePrefix,33,47,"boolean isValidLocalePrefix(String)"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,b9b2e00bb53d3eb435256c5a140b83f7d6251b55,shared/src/test/java/org/apache/myfaces/shared/resource/ResourceValidationUtilsTest.java,ResourceValidationUtilsTest,25,65,testLibraryNames,48,61,"void testLibraryNames()"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,b9b2e00bb53d3eb435256c5a140b83f7d6251b55,shared/src/test/java/org/apache/myfaces/shared/resource/ResourceValidationUtilsTest.java,ResourceValidationUtilsTest,25,65,testResourceNames,65,92,"void testResourceNames()"
apache__myfaces_CVE-2011-4367_2.0.11,CVE-2011-4367,apache,myfaces,c07c3bf93ad0e0cf530ddece0642783f1553ad89,shared/src/main/java/org/apache/myfaces/shared/resource/ResourceValidationUtils.java,ResourceValidationUtils,21,50,validate,50,92,"boolean validate(String,boolean)"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/NssShellCommands.java,NssShellCommands,25,87,getGroupMembers,44,45,"String getGroupMembers(String)"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/OsxShellCommands.java,OsxShellCommands,25,79,getGroupMembers,46,47,"String getGroupMembers(String)"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/RemoteShellCommands.java,RemoteShellCommands,20,71,getGroupMembers,55,56,"String getGroupMembers(String)"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/ShellUserGroupProvider.java,ShellUserGroupProvider,47,746,onConfigured,263,311,"void onConfigured(AuthorizerConfigurationContext)"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/ShellUserGroupProvider.java,ShellUserGroupProvider,47,746,getGroup,171,188,"Group getGroup(String)"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/ShellUserGroupProvider.java,ShellUserGroupProvider,47,746,preDestruction,394,403,"void preDestruction()"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/ShellUserGroupProvider.java,ShellUserGroupProvider,47,746,refreshUsersAndGroups,487,548,"void refreshUsersAndGroups()"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/ShellUserGroupProvider.java,ShellUserGroupProvider,47,746,getCommandsProvider,407,408,"ShellCommandsProvider getCommandsProvider()"
apache__nifi_CVE-2022-33140_1.16.2,CVE-2022-33140,apache,nifi,a1306a19f78e11c2d809e9aef24336669461403a,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-shell-authorizer/src/main/java/org/apache/nifi/authorization/ShellUserGroupProvider.java,ShellUserGroupProvider,47,746,getUserByIdentity,129,146,"User getUserByIdentity(String)"
